,Date,Time,'F_[Hz]','UL1_[V]','UL2_[V]','UL3_[V]','U12_[V]','U23_[V]','U31_[V]','Fmin_[Hz]','Fmax_[Hz]','UL1_min_[V]','UL2_min_[V]','UL3_min_[V]','U12_min_[V]','U23_min_[V]','U31_min_[V]','UL1_max_[V]','UL2_max_[V]','UL3_max_[V]','U12_max_[V]','U23_max_[V]','U31_max_[V]','H2_UL1_[%]','H2_UL2_[%]','H2_UL3_[%]','H3_UL1_[%]','H3_UL2_[%]','H3_UL3_[%]','H4_UL1_[%]','H4_UL2_[%]','H4_UL3_[%]','H5_UL1_[%]','H5_UL2_[%]','H5_UL3_[%]','H6_UL1_[%]','H6_UL2_[%]','H6_UL3_[%]','H7_UL1_[%]','H7_UL2_[%]','H7_UL3_[%]','H8_UL1_[%]','H8_UL2_[%]','H8_UL3_[%]','H9_UL1_[%]','H9_UL2_[%]','H9_UL3_[%]','H10_UL1_[%]','H10_UL2_[%]','H10_UL3_[%]','H11_UL1_[%]','H11_UL2_[%]','H11_UL3_[%]','H12_UL1_[%]','H12_UL2_[%]','H12_UL3_[%]','H13_UL1_[%]','H13_UL2_[%]','H13_UL3_[%]','H14_UL1_[%]','H14_UL2_[%]','H14_UL3_[%]','H15_UL1_[%]','H15_UL2_[%]','H15_UL3_[%]','H16_UL1_[%]','H16_UL2_[%]','H16_UL3_[%]','H17_UL1_[%]','H17_UL2_[%]','H17_UL3_[%]','H18_UL1_[%]','H18_UL2_[%]','H18_UL3_[%]','H19_UL1_[%]','H19_UL2_[%]','H19_UL3_[%]','H20_UL1_[%]','H20_UL2_[%]','H20_UL3_[%]','H21_UL1_[%]','H21_UL2_[%]','H21_UL3_[%]','H22_UL1_[%]','H22_UL2_[%]','H22_UL3_[%]','H23_UL1_[%]','H23_UL2_[%]','H23_UL3_[%]','H24_UL1_[%]','H24_UL2_[%]','H24_UL3_[%]','H25_UL1_[%]','H25_UL2_[%]','H25_UL3_[%]','H26_UL1_[%]','H26_UL2_[%]','H26_UL3_[%]','H27_UL1_[%]','H27_UL2_[%]','H27_UL3_[%]','H28_UL1_[%]','H28_UL2_[%]','H28_UL3_[%]','H29_UL1_[%]','H29_UL2_[%]','H29_UL3_[%]','H30_UL1_[%]','H30_UL2_[%]','H30_UL3_[%]','H31_UL1_[%]','H31_UL2_[%]','H31_UL3_[%]','H32_UL1_[%]','H32_UL2_[%]','H32_UL3_[%]','H33_UL1_[%]','H33_UL2_[%]','H33_UL3_[%]','H34_UL1_[%]','H34_UL2_[%]','H34_UL3_[%]','H35_UL1_[%]','H35_UL2_[%]','H35_UL3_[%]','H2_I1_[A]','H2_I2_[A]','H2_I3_[A]','H3_I1_[A]','H3_I2_[A]','H3_I3_[A]','H4_I1_[A]','H4_I2_[A]','H4_I3_[A]','H5_I1_[A]','H5_I2_[A]','H5_I3_[A]','H6_I1_[A]','H6_I2_[A]','H6_I3_[A]','H7_I1_[A]','H7_I2_[A]','H7_I3_[A]','H8_I1_[A]','H8_I2_[A]','H8_I3_[A]','H9_I1_[A]','H9_I2_[A]','H9_I3_[A]','H10_I1_[A]','H10_I2_[A]','H10_I3_[A]','H11_I1_[A]','H11_I2_[A]','H11_I3_[A]','H12_I1_[A]','H12_I2_[A]','H12_I3_[A]','H13_I1_[A]','H13_I2_[A]','H13_I3_[A]','H14_I1_[A]','H14_I2_[A]','H14_I3_[A]','H15_I1_[A]','H15_I2_[A]','H15_I3_[A]','H16_I1_[A]','H16_I2_[A]','H16_I3_[A]','H17_I1_[A]','H17_I2_[A]','H17_I3_[A]','H18_I1_[A]','H18_I2_[A]','H18_I3_[A]','H19_I1_[A]','H19_I2_[A]','H19_I3_[A]','H20_I1_[A]','H20_I2_[A]','H20_I3_[A]','H21_I1_[A]','H21_I2_[A]','H21_I3_[A]','H22_I1_[A]','H22_I2_[A]','H22_I3_[A]','H23_I1_[A]','H23_I2_[A]','H23_I3_[A]','H24_I1_[A]','H24_I2_[A]','H24_I3_[A]','H25_I1_[A]','H25_I2_[A]','H25_I3_[A]','H26_I1_[A]','H26_I2_[A]','H26_I3_[A]','H27_I1_[A]','H27_I2_[A]','H27_I3_[A]','H28_I1_[A]','H28_I2_[A]','H28_I3_[A]','H29_I1_[A]','H29_I2_[A]','H29_I3_[A]','H30_I1_[A]','H30_I2_[A]','H30_I3_[A]','H31_I1_[A]','H31_I2_[A]','H31_I3_[A]','H32_I1_[A]','H32_I2_[A]','H32_I3_[A]','H33_I1_[A]','H33_I2_[A]','H33_I3_[A]','H34_I1_[A]','H34_I2_[A]','H34_I3_[A]','H35_I1_[A]','H35_I2_[A]','H35_I3_[A]'
1,30/01/2018,15:40,59.99384,269.74713,270.13574,269.75125,467.18787,467.95422,467.18219,59.91524,60.07206,268.55176,268.84464,268.59418,464.95544,465.81723,465.18134,270.36731,270.73917,270.35590,468.24509,468.98792,468.25580,0.02134,0.02035,0.02882,0.22830,0.02626,0.18276,0.01564,0.01047,0.01843,0.55836,0.62904,0.56705,0.02009,0.02864,0.04537,0.47519,0.77234,0.61574,0.03810,0.01537,0.03493,0.06442,0.26554,0.25281,0.01840,0.01233,0.02397,0.67972,0.64299,0.49017,0.00605,0.00595,0.00536,0.03638,0.02892,0.04621,0.00394,0.00323,0.00421,0.02586,0.01545,0.03830,0.00251,0.00252,0.00411,0.02796,0.01783,0.04293,0.00294,0.00297,0.00439,0.02901,0.03061,0.03826,0.00290,0.00272,0.00390,0.02804,0.03348,0.03128,0.00299,0.00324,0.00400,0.03334,0.02456,0.02249,0.00242,0.00248,0.00359,0.01148,0.00871,0.01368,0.00212,0.00234,0.00350,0.01673,0.01649,0.01626,0.00200,0.00203,0.00336,0.00567,0.00371,0.00607,0.00202,0.00195,0.00333,0.00355,0.00344,0.00431,0.00200,0.00189,0.00333,0.01525,0.01414,0.01610,0.00202,0.00193,0.00335,0.00612,0.00656,0.00905,1.51655,1.20069,1.29009,2.22791,4.57861,2.17626,0.36903,0.33307,0.28328,9.41520,8.97134,10.75828,0.36982,0.27330,0.45888,15.13356,15.55843,15.09874,0.90075,0.30996,0.76036,4.36306,4.99709,5.79901,0.66359,0.26442,0.65216,27.11043,23.94661,18.54672,0.19087,0.19247,0.13362,2.32391,2.39670,2.60194,0.11928,0.10358,0.07852,0.14271,0.85757,0.39207,0.07008,0.07823,0.07515,0.54014,0.42975,0.28377,0.05637,0.05748,0.06161,0.29410,0.78500,0.88837,0.05783,0.04367,0.05544,0.44924,0.31305,0.27991,0.04850,0.04471,0.04840,0.36069,0.17709,0.21308,0.04112,0.03009,0.04359,0.51242,0.36027,0.40345,0.03824,0.02373,0.04186,0.08391,0.18787,0.10232,0.03500,0.02382,0.04078,0.10362,0.12407,0.20630,0.03366,0.01693,0.03684,0.08466,0.07978,0.06394,0.03344,0.01579,0.03718,0.12071,0.10217,0.11379,0.03365,0.01574,0.03766,0.14474,0.03346,0.08013
2,30/01/2018,15:50,60.00962,269.91217,270.33807,269.93555,467.52307,468.31479,467.44241,59.94441,60.06485,266.87430,267.83859,268.34586,462.12122,465.27615,463.54639,270.61121,271.10419,270.68390,468.81543,469.65729,468.67783,0.01882,0.01965,0.02698,0.22344,0.03564,0.17629,0.01470,0.00892,0.01594,0.59391,0.66449,0.58336,0.02199,0.02176,0.03992,0.45272,0.75147,0.60376,0.04020,0.01520,0.03898,0.07543,0.26778,0.27015,0.01769,0.01349,0.02364,0.68391,0.64886,0.48495,0.00653,0.00604,0.00576,0.03894,0.03436,0.04780,0.00448,0.00295,0.00398,0.02555,0.01547,0.03845,0.00236,0.00247,0.00415,0.02965,0.01738,0.04530,0.00273,0.00268,0.00399,0.02865,0.02990,0.03579,0.00286,0.00283,0.00372,0.02797,0.03053,0.03209,0.00284,0.00325,0.00408,0.03219,0.02241,0.02138,0.00228,0.00247,0.00353,0.00990,0.00660,0.01316,0.00205,0.00248,0.00341,0.01578,0.01532,0.01542,0.00188,0.00205,0.00331,0.00533,0.00350,0.00532,0.00190,0.00200,0.00329,0.00294,0.00301,0.00456,0.00188,0.00193,0.00328,0.01561,0.01479,0.01591,0.00187,0.00194,0.00333,0.00628,0.00677,0.00895,1.48389,1.17652,1.26960,2.41664,4.34894,2.21820,0.34370,0.34183,0.31832,9.31355,9.18633,10.73942,0.41881,0.26748,0.41814,14.55248,15.17621,14.53287,0.98203,0.31039,0.86832,4.46751,5.02746,6.26238,0.64401,0.29901,0.63820,27.84374,24.53323,18.89647,0.19204,0.20815,0.15126,2.56661,2.87311,2.93304,0.12440,0.10168,0.07293,0.13239,0.82954,0.40608,0.06888,0.07428,0.07236,0.60166,0.52809,0.20404,0.04704,0.04113,0.05275,0.28071,0.73691,0.81464,0.05251,0.04479,0.04787,0.44880,0.29032,0.27746,0.04468,0.04469,0.04570,0.37345,0.20477,0.23685,0.03877,0.03231,0.04210,0.48661,0.31255,0.36248,0.03345,0.02421,0.03829,0.08001,0.17183,0.10092,0.03160,0.02456,0.03766,0.11553,0.13994,0.22571,0.02943,0.01886,0.03429,0.07810,0.06880,0.05250,0.02940,0.01766,0.03386,0.11166,0.10672,0.12098,0.02974,0.01724,0.03506,0.14209,0.04030,0.08816
3,30/01/2018,16:00,59.98999,269.92245,270.43201,270.04294,467.59073,468.49387,467.56183,59.93043,60.05861,268.69803,267.78680,267.12170,465.40833,462.40869,465.07025,270.64185,271.01373,270.60776,468.73962,469.46072,468.70657,0.02072,0.01825,0.02743,0.21987,0.03695,0.17797,0.01726,0.00988,0.01776,0.52113,0.59408,0.51826,0.01649,0.02723,0.03929,0.43383,0.72968,0.57869,0.03567,0.01184,0.03586,0.08074,0.26593,0.27469,0.01754,0.01216,0.02267,0.68388,0.63851,0.48579,0.00590,0.00551,0.00508,0.03924,0.03781,0.04857,0.00387,0.00301,0.00404,0.02508,0.01534,0.04013,0.00245,0.00254,0.00395,0.02957,0.01539,0.04483,0.00296,0.00263,0.00405,0.02565,0.02269,0.03521,0.00286,0.00277,0.00363,0.02881,0.03212,0.03205,0.00287,0.00315,0.00384,0.03136,0.01948,0.02241,0.00236,0.00240,0.00351,0.01216,0.00839,0.01354,0.00205,0.00231,0.00343,0.01649,0.01526,0.01570,0.00193,0.00198,0.00328,0.00617,0.00304,0.00662,0.00194,0.00192,0.00328,0.00328,0.00346,0.00408,0.00197,0.00191,0.00328,0.01463,0.01341,0.01521,0.00195,0.00191,0.00331,0.00626,0.00655,0.00833,1.55869,1.19641,1.30320,2.29573,4.54018,2.60467,0.33822,0.33619,0.30371,9.40262,9.08350,10.69178,0.35880,0.26944,0.41354,14.26647,14.78474,14.20868,0.88795,0.27525,0.80447,4.60821,4.96932,6.37375,0.61901,0.27763,0.59868,27.79560,24.09907,18.69676,0.17943,0.18457,0.12907,2.77918,3.29518,3.32473,0.10182,0.10618,0.08264,0.12537,0.79706,0.43348,0.07065,0.07428,0.07007,0.58090,0.64535,0.21000,0.04851,0.03677,0.05252,0.34063,0.86220,0.91916,0.05533,0.03947,0.05301,0.42214,0.30109,0.31632,0.04535,0.04270,0.04650,0.38423,0.21771,0.23949,0.03898,0.02970,0.04145,0.49147,0.33847,0.42584,0.03655,0.02342,0.04157,0.07765,0.17274,0.10254,0.03327,0.02276,0.03889,0.13577,0.17543,0.29199,0.03218,0.01688,0.03585,0.07691,0.07526,0.05373,0.03220,0.01637,0.03624,0.10832,0.09612,0.11240,0.03302,0.01622,0.03633,0.13419,0.05911,0.08130
4,30/01/2018,16:10,60.00182,269.89188,270.52097,270.13892,467.64642,468.56064,467.70706,59.93905,60.06192,269.14627,269.49805,269.26147,466.14563,466.68094,466.36926,270.40991,270.99295,270.56851,468.49924,469.27185,468.53839,0.01968,0.01834,0.02701,0.22794,0.03736,0.18973,0.01769,0.01020,0.01821,0.52798,0.59815,0.52560,0.01468,0.02728,0.03886,0.48010,0.75988,0.62515,0.03534,0.01283,0.03648,0.06883,0.30309,0.26038,0.01864,0.01149,0.02192,0.64312,0.61412,0.48160,0.00605,0.00523,0.00530,0.04448,0.04294,0.05317,0.00401,0.00284,0.00391,0.02219,0.01241,0.03667,0.00229,0.00256,0.00404,0.02971,0.01307,0.04457,0.00282,0.00257,0.00391,0.02968,0.02999,0.03628,0.00277,0.00294,0.00371,0.02917,0.03313,0.03213,0.00272,0.00315,0.00383,0.02986,0.02012,0.02191,0.00224,0.00244,0.00346,0.01268,0.00788,0.01413,0.00196,0.00241,0.00345,0.02030,0.01831,0.01950,0.00186,0.00210,0.00328,0.00530,0.00611,0.00511,0.00180,0.00200,0.00327,0.00240,0.00433,0.00462,0.00184,0.00198,0.00328,0.01477,0.01317,0.01525,0.00182,0.00197,0.00331,0.00607,0.00671,0.00801,1.52739,1.16232,1.25048,2.42945,4.64641,2.61736,0.33601,0.33243,0.29737,9.29314,9.22830,10.69133,0.34434,0.25684,0.40161,14.20849,14.70193,14.40554,0.88277,0.27098,0.82017,4.45629,5.92264,6.07727,0.67094,0.28570,0.59772,26.42220,23.22988,18.78166,0.18129,0.17831,0.12701,2.78091,3.26205,3.19716,0.10702,0.10712,0.08036,0.12871,0.79296,0.43784,0.06565,0.07004,0.06760,0.54804,0.53495,0.20080,0.04401,0.03676,0.04871,0.31635,0.64863,0.68040,0.05132,0.04218,0.05097,0.39093,0.29277,0.29665,0.04136,0.04296,0.04665,0.35406,0.20198,0.26264,0.03632,0.03112,0.04019,0.49110,0.33162,0.43357,0.03293,0.02523,0.03862,0.09696,0.16173,0.09362,0.02959,0.02495,0.03738,0.08070,0.10728,0.19491,0.02843,0.01861,0.03302,0.07627,0.07407,0.06601,0.02816,0.01817,0.03371,0.10234,0.09096,0.12517,0.02886,0.01838,0.03354,0.13067,0.04755,0.07657
5,30/01/2018,16:20,60.00570,269.73349,270.40665,269.99854,467.41299,468.35959,467.42529,59.94993,60.06192,268.18280,268.76743,268.53265,464.64374,465.65671,464.77649,270.32986,271.01801,270.56003,468.48428,469.34729,468.46289,0.01934,0.01970,0.02709,0.22302,0.04059,0.19498,0.01781,0.01069,0.01602,0.57892,0.64822,0.58020,0.01533,0.02545,0.03778,0.45431,0.74097,0.61451,0.03158,0.01450,0.03321,0.06534,0.31227,0.23897,0.01744,0.00938,0.01972,0.60313,0.60042,0.46666,0.00562,0.00517,0.00507,0.03592,0.02973,0.05000,0.00404,0.00295,0.00388,0.02148,0.01440,0.03446,0.00226,0.00276,0.00406,0.02956,0.01636,0.04484,0.00277,0.00293,0.00407,0.03148,0.03045,0.04233,0.00254,0.00290,0.00370,0.03335,0.03482,0.03558,0.00267,0.00336,0.00382,0.03117,0.02116,0.02513,0.00212,0.00260,0.00342,0.01523,0.00893,0.01486,0.00180,0.00249,0.00341,0.01542,0.01401,0.01540,0.00170,0.00223,0.00328,0.00504,0.00514,0.00616,0.00169,0.00218,0.00321,0.00440,0.00472,0.00463,0.00167,0.00213,0.00323,0.01530,0.01397,0.01583,0.00167,0.00212,0.00325,0.00595,0.00581,0.00841,1.51692,1.16238,1.25783,2.41368,4.41652,2.50671,0.34528,0.33916,0.29050,9.21777,8.97400,10.52147,0.33149,0.25968,0.38077,14.11773,14.54265,14.08155,0.78515,0.27001,0.74822,3.99998,6.16756,5.67123,0.64999,0.26279,0.55353,23.82147,21.60329,17.12309,0.16345,0.17102,0.12232,2.08288,2.00676,1.99145,0.09793,0.09173,0.06689,0.10681,0.73539,0.41829,0.06102,0.06904,0.06652,0.49056,0.44518,0.29337,0.04294,0.04143,0.05042,0.20402,0.57244,0.71435,0.04583,0.04018,0.04985,0.40256,0.28103,0.31031,0.03986,0.04660,0.04694,0.32739,0.23059,0.14902,0.03373,0.03344,0.03864,0.42815,0.27088,0.38308,0.02975,0.02870,0.03699,0.08343,0.13504,0.08700,0.02695,0.02728,0.03585,0.17300,0.22739,0.33655,0.02534,0.02269,0.03251,0.05452,0.05315,0.08454,0.02478,0.02201,0.03263,0.10039,0.08504,0.12557,0.02549,0.02221,0.03290,0.10065,0.04988,0.04975
6,30/01/2018,16:30,59.99249,269.86160,270.51053,270.05884,467.60559,468.56219,467.53564,59.94556,60.06403,268.77380,269.27197,268.89282,465.59186,466.43060,465.63092,270.31470,270.95352,270.45645,468.38763,469.26730,468.26520,0.01760,0.01831,0.02517,0.23072,0.04057,0.18977,0.01710,0.00890,0.01509,0.63632,0.69417,0.62531,0.02001,0.02088,0.03808,0.51971,0.80853,0.67210,0.03225,0.01607,0.03706,0.06016,0.32579,0.22389,0.01745,0.01002,0.01994,0.59778,0.60011,0.47747,0.00579,0.00557,0.00505,0.04009,0.03456,0.05277,0.00429,0.00290,0.00379,0.02072,0.01285,0.03348,0.00228,0.00252,0.00396,0.02618,0.01632,0.04386,0.00280,0.00272,0.00391,0.03328,0.03648,0.04133,0.00258,0.00278,0.00373,0.03365,0.03640,0.03490,0.00272,0.00328,0.00383,0.02976,0.02314,0.02585,0.00224,0.00248,0.00341,0.01473,0.00936,0.01562,0.00191,0.00242,0.00335,0.01911,0.01705,0.01899,0.00181,0.00210,0.00328,0.00485,0.00680,0.00434,0.00177,0.00202,0.00324,0.00239,0.00523,0.00497,0.00176,0.00199,0.00324,0.01525,0.01342,0.01555,0.00179,0.00202,0.00326,0.00677,0.00642,0.00827,1.48975,1.15117,1.26400,2.52621,4.77334,2.50764,0.33483,0.32249,0.30178,8.89126,8.95750,10.44478,0.37898,0.25787,0.35434,14.76863,15.31401,14.89912,0.79391,0.27626,0.80882,4.18753,6.50232,5.25933,0.64515,0.26844,0.54234,23.90448,21.89713,17.99934,0.16371,0.17089,0.11369,1.69299,1.59902,1.78199,0.10237,0.09457,0.06858,0.09801,0.72684,0.41015,0.06118,0.06438,0.06510,0.46111,0.30825,0.30235,0.04434,0.03698,0.04948,0.26575,0.49959,0.58969,0.04552,0.03697,0.04934,0.39992,0.31526,0.28129,0.04180,0.04233,0.04578,0.30443,0.18022,0.12423,0.03527,0.03170,0.03940,0.49604,0.35076,0.48147,0.03040,0.02463,0.03615,0.09066,0.13828,0.07843,0.02980,0.02502,0.03653,0.08329,0.09137,0.15527,0.02732,0.01952,0.03273,0.05585,0.07002,0.05231,0.02719,0.01865,0.03331,0.10181,0.08710,0.13296,0.02765,0.01870,0.03292,0.11367,0.05463,0.08769
7,30/01/2018,16:40,60.00571,270.05444,270.55731,270.18182,467.80414,468.70074,467.82727,59.93721,60.06804,268.86896,269.25653,268.95529,465.64575,466.51825,465.73007,270.57382,271.11359,270.70789,468.74924,469.52966,468.80832,0.01748,0.01946,0.02588,0.22135,0.03386,0.19092,0.01550,0.00987,0.01333,0.69035,0.74083,0.68488,0.02145,0.01756,0.03648,0.50508,0.78743,0.66618,0.03620,0.01535,0.03999,0.11234,0.26712,0.27650,0.01981,0.01367,0.02408,0.65764,0.65604,0.44534,0.00596,0.00582,0.00502,0.04128,0.03920,0.05526,0.00450,0.00367,0.00387,0.02281,0.01561,0.03403,0.00215,0.00291,0.00383,0.03199,0.01988,0.04401,0.00292,0.00313,0.00407,0.03619,0.03902,0.04347,0.00273,0.00305,0.00370,0.03120,0.03080,0.03633,0.00258,0.00341,0.00392,0.03324,0.02687,0.02363,0.00206,0.00273,0.00335,0.01253,0.00855,0.01500,0.00165,0.00276,0.00324,0.01629,0.01504,0.01673,0.00162,0.00244,0.00323,0.00656,0.00738,0.00429,0.00159,0.00234,0.00314,0.00373,0.00413,0.00536,0.00154,0.00228,0.00318,0.01569,0.01412,0.01619,0.00158,0.00231,0.00321,0.00712,0.00595,0.00781,1.46527,1.14813,1.27107,2.18865,4.58218,2.37682,0.35220,0.35181,0.31717,8.58754,8.29062,9.71583,0.41349,0.25302,0.35306,13.96894,14.57746,14.38883,0.91870,0.28821,0.88034,3.78320,5.31129,6.84437,0.73829,0.34143,0.67857,26.39155,23.91077,16.74818,0.16492,0.16408,0.11606,1.49283,1.30896,1.54936,0.11178,0.11045,0.07813,0.12107,0.77481,0.37005,0.06011,0.06815,0.06444,0.57019,0.35595,0.34448,0.04609,0.04104,0.05262,0.24774,0.50197,0.60325,0.04518,0.03983,0.04992,0.43569,0.25178,0.30932,0.03818,0.04515,0.04752,0.39768,0.25369,0.14311,0.03082,0.03463,0.03883,0.50684,0.33975,0.45972,0.02752,0.02977,0.03550,0.06165,0.14440,0.08885,0.02428,0.02776,0.03504,0.14249,0.17568,0.27784,0.02245,0.02507,0.03226,0.04393,0.05963,0.05009,0.02203,0.02444,0.03217,0.10628,0.10044,0.12792,0.02331,0.02455,0.03235,0.07562,0.08302,0.08826
8,30/01/2018,16:50,59.99986,269.98590,270.63452,270.21884,467.82172,468.74878,467.84076,59.94699,60.06797,268.86023,269.41150,269.00085,465.79599,466.58276,465.83698,270.61090,271.24240,270.79596,468.90393,469.74780,468.89825,0.01722,0.02036,0.02664,0.22588,0.03886,0.19685,0.01676,0.00991,0.01431,0.67587,0.72292,0.66648,0.02129,0.01770,0.03559,0.56112,0.85079,0.72493,0.03497,0.01499,0.03827,0.11253,0.27765,0.29792,0.01956,0.01548,0.02404,0.68298,0.67552,0.43856,0.00607,0.00566,0.00523,0.04030,0.03709,0.05523,0.00433,0.00344,0.00378,0.02280,0.01600,0.03228,0.00217,0.00294,0.00393,0.03278,0.01927,0.04339,0.00280,0.00306,0.00406,0.03483,0.03787,0.04849,0.00248,0.00308,0.00353,0.03438,0.03444,0.03951,0.00259,0.00345,0.00388,0.03249,0.02462,0.02325,0.00206,0.00268,0.00339,0.01514,0.00891,0.01615,0.00163,0.00267,0.00330,0.01823,0.01701,0.01820,0.00157,0.00234,0.00320,0.00648,0.00788,0.00414,0.00150,0.00225,0.00314,0.00372,0.00382,0.00493,0.00148,0.00221,0.00316,0.01555,0.01407,0.01583,0.00150,0.00224,0.00317,0.00712,0.00624,0.00796,1.44336,1.12937,1.23292,2.18083,4.35240,2.55724,0.35204,0.34080,0.30974,8.75393,8.22340,9.72400,0.41663,0.26449,0.35548,14.77927,15.54782,15.39034,0.90464,0.28318,0.84387,3.94408,5.48559,7.35632,0.73792,0.39630,0.69102,27.62505,24.93977,16.60343,0.16559,0.16321,0.11557,1.32770,1.08139,1.43941,0.09429,0.09417,0.08217,0.11609,0.81090,0.35236,0.05925,0.06660,0.06161,0.51932,0.32767,0.34509,0.04531,0.03917,0.05224,0.19130,0.45675,0.58547,0.04307,0.03884,0.04767,0.44216,0.30295,0.33902,0.03710,0.04462,0.04438,0.38921,0.21407,0.14798,0.03011,0.03315,0.03759,0.48622,0.34436,0.47488,0.02558,0.02824,0.03492,0.05606,0.14053,0.09347,0.02221,0.02708,0.03504,0.11537,0.13957,0.21921,0.02034,0.02404,0.03104,0.03220,0.05213,0.04961,0.02013,0.02347,0.03110,0.09265,0.09682,0.13520,0.02091,0.02351,0.03122,0.08275,0.06361,0.09046
9,30/01/2018,17:00,60.00174,270.30328,270.97601,270.56839,468.39774,469.32471,468.43494,59.94739,60.05521,269.03870,269.42758,269.12741,465.94037,466.80777,466.03909,271.27063,272.00345,271.62695,470.10834,471.08487,470.23132,0.01701,0.02038,0.02590,0.22355,0.03964,0.19884,0.01748,0.00995,0.01401,0.67014,0.73040,0.67425,0.01949,0.01802,0.03416,0.56643,0.86575,0.73913,0.03485,0.01589,0.03507,0.11079,0.30731,0.29907,0.02051,0.01369,0.02172,0.67831,0.67706,0.45970,0.00602,0.00601,0.00488,0.04040,0.03759,0.05385,0.00380,0.00361,0.00368,0.02303,0.01594,0.03387,0.00207,0.00294,0.00374,0.03276,0.01737,0.04307,0.00252,0.00302,0.00399,0.03398,0.03950,0.04708,0.00231,0.00295,0.00355,0.03397,0.03376,0.03972,0.00242,0.00339,0.00381,0.03063,0.02188,0.02243,0.00198,0.00272,0.00332,0.01540,0.00836,0.01643,0.00155,0.00272,0.00327,0.01866,0.01662,0.01860,0.00148,0.00244,0.00316,0.00573,0.00802,0.00379,0.00139,0.00235,0.00311,0.00287,0.00379,0.00498,0.00138,0.00234,0.00310,0.01562,0.01419,0.01592,0.00138,0.00235,0.00313,0.00747,0.00726,0.00863,1.45539,1.14374,1.21932,1.97698,4.45228,2.55117,0.35341,0.35729,0.30954,9.60692,9.26100,10.51986,0.39123,0.26329,0.36534,15.41458,16.53518,16.26309,0.90115,0.32271,0.81735,3.73566,6.18275,7.57360,0.77735,0.39414,0.63255,27.88641,25.34428,17.79183,0.18414,0.18490,0.11213,1.64401,1.66419,1.90110,0.09777,0.08254,0.07694,0.11644,0.79515,0.35328,0.05927,0.06725,0.05975,0.49484,0.40710,0.28769,0.04061,0.04071,0.04873,0.22326,0.45882,0.55836,0.04178,0.04107,0.04527,0.45277,0.29077,0.33242,0.03638,0.04535,0.04297,0.35917,0.16265,0.18069,0.02913,0.03478,0.03627,0.49818,0.36604,0.48135,0.02582,0.02918,0.03416,0.06327,0.11784,0.09191,0.02106,0.02929,0.03419,0.08172,0.09433,0.14828,0.01869,0.02602,0.02987,0.03447,0.05329,0.04363,0.01882,0.02560,0.03024,0.09289,0.10015,0.13519,0.01938,0.02588,0.03030,0.10021,0.05106,0.09381
10,30/01/2018,17:10,60.01318,271.10468,271.84924,271.47455,469.78006,470.93222,469.91528,59.93446,60.08252,269.80405,270.60712,270.26297,467.54962,468.77490,467.78113,271.82083,272.26852,271.93442,470.76450,471.69098,470.89877,0.01569,0.02032,0.02489,0.22264,0.04075,0.20495,0.01805,0.00955,0.01442,0.70769,0.77367,0.70866,0.02001,0.01947,0.03581,0.54896,0.84857,0.74114,0.03730,0.01861,0.04148,0.11952,0.29274,0.31001,0.02252,0.01503,0.02410,0.67967,0.66921,0.43781,0.00574,0.00655,0.00466,0.03944,0.03569,0.05333,0.00369,0.00385,0.00368,0.02388,0.01711,0.03480,0.00213,0.00329,0.00364,0.03284,0.01997,0.04288,0.00244,0.00339,0.00371,0.03486,0.03939,0.04706,0.00246,0.00344,0.00336,0.03413,0.03374,0.04026,0.00224,0.00350,0.00363,0.03058,0.02349,0.02148,0.00187,0.00300,0.00321,0.01459,0.00889,0.01531,0.00153,0.00301,0.00317,0.01440,0.01192,0.01447,0.00145,0.00277,0.00308,0.00496,0.00775,0.00387,0.00133,0.00269,0.00302,0.00368,0.00373,0.00572,0.00131,0.00268,0.00300,0.01561,0.01429,0.01578,0.00134,0.00270,0.00304,0.00778,0.00758,0.00891,1.42127,1.15079,1.18984,1.72941,4.55707,2.57114,0.33112,0.36419,0.33315,10.24470,9.92330,11.23736,0.42699,0.26287,0.39518,14.62213,16.20808,15.88402,0.99076,0.39821,0.99230,3.93535,6.01241,8.07673,0.86093,0.45180,0.70072,28.41963,25.50065,17.22580,0.17853,0.17487,0.10853,1.51357,1.23961,1.63387,0.11141,0.08714,0.07310,0.13228,0.78676,0.34302,0.05697,0.06598,0.05980,0.43693,0.43984,0.29663,0.04017,0.04297,0.05028,0.25387,0.41481,0.49982,0.04274,0.04296,0.04384,0.46663,0.27971,0.35442,0.03378,0.04220,0.04199,0.40492,0.19611,0.21807,0.02686,0.03245,0.03506,0.42393,0.31217,0.40584,0.02597,0.02829,0.03482,0.05101,0.09781,0.07434,0.01995,0.02683,0.03301,0.11127,0.13952,0.18801,0.01796,0.02475,0.03015,0.05479,0.05255,0.04803,0.01879,0.02437,0.03022,0.09369,0.10299,0.14023,0.01855,0.02447,0.03006,0.09638,0.05933,0.09279
